CU,SpeciesId,CU_Name,Year,T_Idx_E,ExpFactor1,AdjSum,ExpFactor2,ObsE,ExpFactor3,TE,CDN Harvest,CDN ER,TRTC,Total Harvest,Total ER,Total Run,Q1,Q2,Q3,ER Indicator,ER Indicator Lookup,ER Source,StatArea
SX_L-20-08,SX,Mcdonell,2000,,,,,,,,,,,,,,,,,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2001,,,,,,,,,,,,,,,,,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2002,"3,536",1.00,"3,536",1.00,"3,536",2.00,"7,072","2,692",26.9%,"9,764","2,939",29.4%,"10,011",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2003,"4,553",1.00,"4,553",1.00,"4,553",2.00,"9,106","1,884",16.8%,"10,990","2,142",19.0%,"11,248",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2004,"3,000",1.00,"3,000",1.00,"3,000",2.00,"6,000","1,279",17.3%,"7,279","1,373",18.6%,"7,373",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2005,"2,943",1.00,"2,943",1.00,"2,943",2.00,"5,887",543,8.0%,"6,430",902,13.3%,"6,789",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2006,"2,739",1.00,"2,739",1.00,"2,739",2.00,"5,479","1,925",25.8%,"7,403","1,985",26.6%,"7,464",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2007,"1,950",1.00,"1,950",1.00,"1,950",2.00,"3,901",640,13.6%,"4,540",786,16.8%,"4,686",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2008,163,1.00,163,1.00,163,2.00,327,31,8.6%,358,33,9.2%,360,3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2009,"1,868",1.00,"1,868",1.00,"1,868",2.00,"3,736",312,7.6%,"4,048",354,8.7%,"4,090",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2010,"1,918",1.00,"1,918",1.00,"1,918",2.00,"3,836",354,8.3%,"4,190",405,9.6%,"4,242",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2011,"1,859",1.00,"1,859",1.00,"1,859",2.00,"3,719",542,12.5%,"4,260",623,14.3%,"4,341",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2012,"1,970",1.00,"1,970",1.00,"1,970",2.00,"3,940",461,10.3%,"4,401",554,12.3%,"4,494",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2013,"1,660",1.00,"1,660",1.00,"1,660",2.00,"3,320",216,6.0%,"3,536",250,7.0%,"3,570",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2014,"2,110",1.00,"2,110",1.00,"2,110",2.00,"4,220",391,8.4%,"4,611",445,9.5%,"4,665",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2015,"7,284",1.00,"7,284",1.00,"7,284",2.00,"14,568",728,4.7%,"15,296",981,6.3%,"15,549",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2016,"4,462",1.00,"4,462",1.00,"4,462",2.00,"8,924","1,008",9.7%,"9,933","1,432",13.8%,"10,356",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2017,"3,549",1.00,"3,549",1.00,"3,549",2.00,"7,097",38,0.5%,"7,135",105,1.5%,"7,202",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2018,"1,709",1.00,"1,709",1.00,"1,709",2.00,"3,417",139,3.9%,"3,556",153,4.3%,"3,570",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2019,"2,084",1.00,"2,084",1.00,"2,084",2.00,"4,168",284,6.3%,"4,451",370,8.2%,"4,537",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-21-02-EW,SX,Babine-Early-Wild,1954,,,,,,,,,,,,,,,,,,,,04
SX_L-21-02-EW,SX,Babine-Early-Wild,1955,,,,,,,,,,,,,,,,,,,,04
SX_L-21-02-EW,SX,Babine-Early-Wild,1956,,,,,,,,,,,,,,,,,,,,04
SX_L-21-02-EW,SX,Babine-Early-Wild,1957,,,,,,,,,,,,,,,,,,,,04
SX_L-21-02-EW,SX,Babine-Early-Wild,1958,,,,,,,,,,,,,,,,,,,,04
SX_L-21-02-EW,SX,Babine-Early-Wild,1959,,,,,,,,,,,,,,,,,,,,04
SX_L-21-02-EW,SX,Babine-Early-Wild,1960,"42,485",1.00,"42,485",1.00,"42,485",1.00,"42,485","32,071",38.1%,"74,556","41,728",49.6%,"84,213",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1961,"133,007",1.00,"133,007",1.00,"133,007",1.00,"133,007","112,885",45.1%,"245,892","117,098",46.8%,"250,105",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1962,"21,587",1.00,"21,587",1.00,"21,587",1.00,"21,587","19,775",44.7%,"41,362","22,618",51.2%,"44,204",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1963,"77,002",1.00,"77,002",1.00,"77,002",1.00,"77,002","26,307",23.4%,"103,308","35,247",31.4%,"112,248",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1964,"68,409",1.00,"68,409",1.00,"68,409",1.00,"68,409","57,652",42.6%,"126,061","67,007",49.5%,"135,416",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1965,"29,888",1.00,"29,888",1.00,"29,888",1.00,"29,888","15,968",31.0%,"45,857","21,679",42.0%,"51,568",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1966,"31,977",1.00,"31,977",1.00,"31,977",1.00,"31,977","42,223",55.1%,"74,200","44,721",58.3%,"76,698",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1967,"95,242",1.00,"95,242",1.00,"95,242",1.00,"95,242","144,175",54.5%,"239,416","169,425",64.0%,"264,667",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1968,"62,457",1.00,"62,457",1.00,"62,457",1.00,"62,457","76,253",52.9%,"138,711","81,619",56.6%,"144,076",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1969,"89,905",1.00,"89,905",1.00,"89,905",1.00,"89,905","70,799",42.1%,"160,704","78,290",46.5%,"168,195",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1970,"82,164",1.00,"82,164",1.00,"82,164",1.00,"82,164","69,460",44.9%,"151,624","72,565",46.9%,"154,729",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1971,"34,049",1.00,"34,049",1.00,"34,049",1.00,"34,049","34,025",49.1%,"68,074","35,223",50.8%,"69,272",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1972,"52,692",1.00,"52,692",1.00,"52,692",1.00,"52,692","51,760",47.0%,"104,452","57,349",52.1%,"110,041",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1973,"140,253",1.00,"140,253",1.00,"140,253",1.00,"140,253","182,132",54.4%,"322,384","194,364",58.1%,"334,617",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1974,"109,851",1.00,"109,851",1.00,"109,851",1.00,"109,851","175,229",59.1%,"285,079","186,454",62.9%,"296,305",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1975,"60,353",1.00,"60,353",1.00,"60,353",1.00,"60,353","37,381",37.7%,"97,734","38,853",39.2%,"99,206",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1976,"13,336",1.00,"13,336",1.00,"13,336",1.00,"13,336","13,847",48.7%,"27,183","15,119",53.1%,"28,455",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1977,"54,679",1.00,"54,679",1.00,"54,679",1.00,"54,679","56,280",47.6%,"110,959","63,433",53.7%,"118,112",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1978,"32,032",1.00,"32,032",1.00,"32,032",1.00,"32,032","34,980",48.2%,"67,011","40,536",55.9%,"72,568",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1979,"42,455",1.00,"42,455",1.00,"42,455",1.00,"42,455","41,466",46.7%,"83,921","46,252",52.1%,"88,707",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1980,"31,679",1.00,"31,679",1.00,"31,679",1.00,"31,679","27,810",39.4%,"59,489","38,829",55.1%,"70,509",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1981,"46,466",1.00,"46,466",1.00,"46,466",1.00,"46,466","48,033",48.3%,"94,499","52,987",53.3%,"99,453",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1982,"93,630",1.00,"93,630",1.00,"93,630",1.00,"93,630","136,219",55.8%,"229,850","150,423",61.6%,"244,054",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1983,"26,965",1.00,"26,965",1.00,"26,965",1.00,"26,965","18,097",35.7%,"45,062","23,747",46.8%,"50,712",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1984,"26,503",1.00,"26,503",1.00,"26,503",1.00,"26,503","20,734",41.3%,"47,237","23,711",47.2%,"50,215",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1985,"75,649",1.00,"75,649",1.00,"75,649",1.00,"75,649","62,667",42.8%,"138,317","70,640",48.3%,"146,289",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1986,"26,865",1.00,"26,865",1.00,"26,865",1.00,"26,865","23,159",41.4%,"50,024","29,097",52.0%,"55,962",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1987,"38,206",1.00,"38,206",1.00,"38,206",1.00,"38,206","19,119",32.2%,"57,325","21,081",35.6%,"59,287",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1988,"42,435",1.00,"42,435",1.00,"42,435",1.00,"42,435","50,033",49.3%,"92,468","58,989",58.2%,"101,424",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1989,"18,412",1.00,"18,412",1.00,"18,412",1.00,"18,412","14,660",40.2%,"33,073","18,063",49.5%,"36,476",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1990,"21,328",1.00,"21,328",1.00,"21,328",1.00,"21,328","18,731",41.7%,"40,059","23,631",52.6%,"44,959",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1991,"58,719",1.00,"58,719",1.00,"58,719",1.00,"58,719","62,819",46.5%,"121,538","76,278",56.5%,"134,997",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1992,"52,358",1.00,"52,358",1.00,"52,358",1.00,"52,358","68,544",51.9%,"120,903","79,819",60.4%,"132,178",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1993,"16,646",1.00,"16,646",1.00,"16,646",1.00,"16,646","21,784",53.3%,"38,430","24,237",59.3%,"40,883",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1994,"25,124",1.00,"25,124",1.00,"25,124",1.00,"25,124","22,652",42.0%,"47,776","28,860",53.5%,"53,984",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1995,"79,679",1.00,"79,679",1.00,"79,679",1.00,"79,679","109,418",53.6%,"189,097","124,573",61.0%,"204,252",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1996,"60,909",1.00,"60,909",1.00,"60,909",1.00,"60,909","100,825",58.7%,"161,733","110,728",64.5%,"171,637",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1997,"92,245",1.00,"92,245",1.00,"92,245",1.00,"92,245","176,199",58.2%,"268,444","210,534",69.5%,"302,779",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1998,"43,130",1.00,"43,130",1.00,"43,130",1.00,"43,130","27,527",35.3%,"70,658","34,841",44.7%,"77,971",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1999,"63,692",1.00,"63,692",1.00,"63,692",1.00,"63,692","21,587",24.2%,"85,279","25,624",28.7%,"89,316",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2000,"84,558",1.00,"84,558",1.00,"84,558",1.00,"84,558","111,914",55.4%,"196,472","117,325",58.1%,"201,883",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2001,"232,802",1.00,"232,802",1.00,"232,802",1.00,"232,802","212,100",45.1%,"444,903","237,994",50.6%,"470,797",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2002,"29,324",1.00,"29,324",1.00,"29,324",1.00,"29,324","27,874",47.4%,"57,198","29,522",50.2%,"58,846",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2003,"55,028",1.00,"55,028",1.00,"55,028",1.00,"55,028","24,739",29.7%,"79,768","28,341",34.0%,"83,369",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2004,"39,546",1.00,"39,546",1.00,"39,546",1.00,"39,546","19,632",31.5%,"59,179","22,846",36.6%,"62,392",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2005,"25,141",1.00,"25,141",1.00,"25,141",1.00,"25,141","9,528",24.7%,"34,668","13,401",34.8%,"38,542",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2006,"40,874",1.00,"40,874",1.00,"40,874",1.00,"40,874","32,901",43.1%,"73,775","35,497",46.5%,"76,371",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2007,"52,862",1.00,"52,862",1.00,"52,862",1.00,"52,862","27,694",30.5%,"80,556","37,956",41.8%,"90,818",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2008,"28,667",1.00,"28,667",1.00,"28,667",1.00,"28,667","25,309",46.3%,"53,977","25,976",47.5%,"54,644",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2009,"20,503",1.00,"20,503",1.00,"20,503",1.00,"20,503","6,445",23.0%,"26,948","7,547",26.9%,"28,051",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2010,"20,455",1.00,"20,455",1.00,"20,455",1.00,"20,455","8,131",27.7%,"28,586","8,943",30.4%,"29,397",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2011,"64,622",1.00,"64,622",1.00,"64,622",1.00,"64,622","35,277",33.6%,"99,899","40,480",38.5%,"105,102",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2012,"60,983",1.00,"60,983",1.00,"60,983",1.00,"60,983","33,820",35.0%,"94,803","35,706",36.9%,"96,689",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2013,"8,760",1.00,"8,760",1.00,"8,760",1.00,"8,760","2,101",18.9%,"10,860","2,356",21.2%,"11,116",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2014,"20,322",1.00,"20,322",1.00,"20,322",1.00,"20,322","7,304",24.7%,"27,626","9,193",31.1%,"29,515",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2015,"52,239",1.00,"52,239",1.00,"52,239",1.00,"52,239","10,367",14.8%,"62,606","17,587",25.2%,"69,826",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2016,"41,607",1.00,"41,607",1.00,"41,607",1.00,"41,607","22,359",29.6%,"63,966","33,949",44.9%,"75,556",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2017,"28,036",1.00,"28,036",1.00,"28,036",1.00,"28,036","1,757",5.6%,"29,793","3,575",11.3%,"31,610",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2018,"11,857",1.00,"11,857",1.00,"11,857",1.00,"11,857","2,086",14.3%,"13,944","2,756",18.9%,"14,613",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2019,"6,980",1.00,"6,980",1.00,"6,980",1.00,"6,980","1,359",13.7%,"8,339","2,941",29.6%,"9,922",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1954,,,,,,,,,,,,,,,,,,,,04
SX_L-21-02-F,SX,Babine-Fulton,1955,,,,,,,,,,,,,,,,,,,,04
SX_L-21-02-F,SX,Babine-Fulton,1956,,,,,,,,,,,,,,,,,,,,04
SX_L-21-02-F,SX,Babine-Fulton,1957,,,,,,,,,,,,,,,,,,,,04
SX_L-21-02-F,SX,Babine-Fulton,1958,,,,,,,,,,,,,,,,,,,,04
SX_L-21-02-F,SX,Babine-Fulton,1959,,,,,,,,,,,,,,,,,,,,04
SX_L-21-02-F,SX,Babine-Fulton,1960,"44,721",1.00,"44,721",1.00,"44,721",1.00,"44,721","47,291",44.5%,"92,012","61,529",57.9%,"106,250",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1961,"218,146",1.00,"218,146",1.00,"218,146",1.00,"218,146","254,123",52.7%,"472,269","263,607",54.7%,"481,754",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1962,"99,536",1.00,"99,536",1.00,"99,536",1.00,"99,536","129,444",52.3%,"228,979","148,052",59.8%,"247,588",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1963,"177,106",1.00,"177,106",1.00,"177,106",1.00,"177,106","76,631",27.4%,"253,737","102,673",36.7%,"279,779",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1964,"186,458",1.00,"186,458",1.00,"186,458",1.00,"186,458","220,006",49.8%,"406,464","255,704",57.8%,"442,162",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1965,"176,199",1.00,"176,199",1.00,"176,199",1.00,"176,199","125,358",36.2%,"301,556","170,192",49.1%,"346,390",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1966,"58,581",1.00,"58,581",1.00,"58,581",1.00,"58,581","118,316",64.3%,"176,897","125,317",68.1%,"183,898",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1967,"135,976",1.00,"135,976",1.00,"135,976",1.00,"135,976","343,713",63.7%,"479,689","403,910",74.8%,"539,886",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1968,"125,287",1.00,"125,287",1.00,"125,287",1.00,"125,287","229,325",61.9%,"354,612","245,462",66.2%,"370,749",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1969,"105,359",1.00,"105,359",1.00,"105,359",1.00,"105,359","113,664",49.2%,"219,023","125,691",54.4%,"231,050",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1970,"195,558",1.00,"195,558",1.00,"195,558",1.00,"195,558","227,041",52.5%,"422,599","237,190",54.8%,"432,748",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1971,"282,801",1.00,"282,801",1.00,"282,801",1.00,"282,801","400,101",57.4%,"682,902","414,184",59.4%,"696,985",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1972,"209,478",1.00,"209,478",1.00,"209,478",1.00,"209,478","294,572",55.0%,"504,050","326,383",60.9%,"535,861",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1973,"237,309",1.00,"237,309",1.00,"237,309",1.00,"237,309","517,939",63.6%,"779,424","552,726",67.9%,"814,212",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1974,"139,211",1.00,"139,211",1.00,"139,211",1.00,"139,211","409,663",69.1%,"566,485","435,907",73.5%,"592,729",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1975,"368,434",1.00,"368,434",1.00,"368,434",1.00,"368,434","384,883",44.0%,"858,837","400,038",45.8%,"873,991",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1976,"288,071",1.00,"288,071",1.00,"288,071",1.00,"288,071","482,964",56.9%,"804,829","527,316",62.1%,"849,182",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1977,"502,031",1.00,"502,031",1.00,"502,031",1.00,"502,031","833,915",55.7%,"1,391,481","939,894",62.8%,"1,497,460",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1978,"143,303",1.00,"143,303",1.00,"143,303",1.00,"143,303","403,303",56.3%,"651,838","467,367",65.3%,"715,902",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1979,"416,887",1.00,"416,887",1.00,"416,887",1.00,"416,887","757,268",54.6%,"1,298,750","844,685",60.9%,"1,386,166",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1980,"121,208",1.00,"121,208",1.00,"121,208",1.00,"121,208","231,169",46.1%,"409,900","322,767",64.4%,"501,498",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1981,"441,066",1.00,"441,066",1.00,"441,066",1.00,"441,066","1,169,158",56.4%,"1,950,731","1,289,734",62.3%,"2,071,308",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1982,"319,421",1.00,"319,421",1.00,"319,421",1.00,"319,421","1,325,569",63.7%,"1,931,011","1,475,164",70.9%,"2,080,607",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1983,"314,944",1.00,"314,944",1.00,"314,944",1.00,"314,944","418,661",36.7%,"954,255","604,768",53.0%,"1,140,362",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1984,"266,911",1.00,"266,911",1.00,"266,911",1.00,"266,911","495,279",48.3%,"930,368","589,658",57.5%,"1,024,748",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1985,"301,691",1.00,"301,691",1.00,"301,691",1.00,"301,691","991,042",49.5%,"1,814,183","1,180,374",58.9%,"2,003,515",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1986,"165,482",1.00,"165,482",1.00,"165,482",1.00,"165,482","278,402",42.4%,"544,488","390,636",59.5%,"656,722",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1987,"150,463",1.00,"150,463",1.00,"150,463",1.00,"150,463","246,274",40.4%,"577,419","277,883",45.6%,"609,028",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1988,"322,950",1.00,"322,950",1.00,"322,950",1.00,"322,950","1,027,183",51.2%,"1,726,721","1,305,945",65.1%,"2,005,483",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1989,"328,463",1.00,"328,463",1.00,"328,463",1.00,"328,463","661,180",40.6%,"1,379,139","911,266",55.9%,"1,629,225",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
